Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
renegotiate,5.9,1.52,20,3.7,2.03,20
renew,6.0,1.49,20,4.14,2.29,21
renewal,5.86,1.98,21,5.23,2.29,22
renounce,4.26,1.69,19,4.95,2.11,21
renovation,5.63,1.21,19,4.67,2.59,21
renown,5.83,1.38,18,2.95,1.96,20
renowned,6.0,1.37,18,3.25,2.1,20
rent,4.41,1.97,22,4.25,2.75,20
rental,4.58,2.17,19,3.73,2.03,22
reopen,5.75,1.16,20,4.14,2.37,21
reorganize,5.67,1.77,21,4.16,2.54,25
rep,4.86,1.98,21,3.95,2.87,20
repaint,4.62,2.16,21,3.35,2.3,20
repair,4.89,1.37,19,3.38,2.18,21
repairman,5.0,1.86,20,3.83,2.28,18
repay,5.18,1.84,22,3.65,2.33,23
repeat,4.64,1.71,22,3.7,2.23,20
repel,3.67,1.96,21,4.43,2.25,21
repellent,4.73,2.19,22,4.65,2.12,23
repent,4.4,2.48,20,4.25,2.27,20
repentance,6.0,1.9,21,4.04,2.14,26
repentant,4.95,2.15,19,3.98,2.28,42
repertoire,5.47,1.98,19,3.27,1.93,22
repetition,4.64,1.22,22,4.24,2.84,21
repetitive,4.05,1.65,22,3.91,2.64,23
rephrase,5.0,0.97,20,2.65,1.73,20
replace,5.56,1.29,18,3.41,1.99,22
replacement,5.45,1.57,20,4.24,1.95,21
replay,5.74,1.73,19,4.05,2.21,22
replenish,6.9,1.45,20,3.5,2.06,24
replica,5.4,1.1,20,3.5,1.64,20
replicate,4.95,0.71,19,3.9,2.12,21
reply,6.15,1.35,20,3.44,2.08,25
report,4.77,1.34,22,3.52,1.91,21
reporter,4.57,1.83,21,3.17,2.19,23
repose,5.0,1.6,22,2.48,1.54,21
reposition,5.05,1.28,21,3.6,2.54,20
repossess,3.0,1.7,19,4.33,2.5,21
reprehensible,4.43,2.23,21,3.96,2.14,23
represent,5.43,1.12,21,3.86,1.77,21
representation,4.86,2.23,22,4.36,2.5,22
representative,5.26,1.94,23,3.73,2.39,22
Representative,4.32,1.7,22,4.23,2.72,22
repressed,3.47,1.78,19,3.24,2.23,21
repression,2.81,1.57,21,4.15,2.68,20
reprieve,4.95,1.53,22,3.92,2.13,26
reprimand,2.67,1.24,21,4.86,2.35,21
reproach,5.26,2.1,19,4.3,2.46,23
reproduce,5.63,1.64,19,4.61,2.03,18
reproduction,6.67,1.53,21,4.71,2.65,21
reproductive,5.68,2.19,19,4.83,2.06,23
reprogram,5.52,1.21,21,3.71,2.91,24
reptile,4.58,2.41,19,5.89,2.4,18
republic,4.8,1.4,20,3.48,2.23,21
republican,4.26,2.02,19,3.11,1.84,18
repugnant,2.83,1.62,18,3.64,2.56,22
repulsive,1.95,1.2,21,5.12,2.13,25
reputable,6.47,1.81,19,3.52,1.97,21
reputation,5.63,1.74,19,5.0,1.95,22
reputed,4.9,1.59,20,3.68,2.38,22
request,5.85,1.53,20,4.45,2.09,22
require,4.74,1.48,19,4.33,2.39,24
requirement,5.1,1.09,21,3.27,2.27,22
requisition,4.71,1.79,21,4.5,1.79,20
reread,5.18,1.71,22,3.68,2.32,22
reroute,3.78,1.22,18,3.0,1.98,22
rerun,4.63,1.57,19,3.48,2.41,23
reschedule,3.72,1.96,18,2.95,2.46,22
rescind,3.81,1.63,21,3.87,2.1,23
rescue,7.04,1.65,80,5.0,2.54,83
research,6.5,1.68,22,4.8,2.44,20
researcher,5.7,1.75,20,2.86,1.98,22
resemblance,5.68,2.0,19,3.58,1.92,19
resemble,5.9,1.21,20,3.77,2.16,22
resent,3.28,1.73,39,4.05,2.36,21
resentful,3.0,1.87,21,4.35,2.67,23
resentment,3.0,1.89,19,5.19,2.46,21
reservation,5.0,0.82,19,4.24,2.1,21
reserve,6.14,1.31,21,4.16,2.87,19
reserved,5.63,1.65,41,2.79,1.7,42
reservoir,5.37,0.9,19,3.22,2.02,18
reset,4.65,1.27,20,3.17,2.23,18
reside,5.57,1.33,21,3.43,2.04,23
residence,6.74,1.73,19,3.17,2.33,23
residency,5.37,1.61,19,3.43,1.63,21
residential,6.05,1.58,19,3.27,1.93,22
residual,5.09,1.19,22,3.19,2.27,21
residue,3.95,1.0,20,3.39,1.91,18
resign,4.17,1.37,23,3.88,2.7,16
resignation,4.19,1.75,21,4.7,2.64,20
resilient,5.71,2.17,21,4.65,2.31,23
resin,4.84,2.01,19,3.68,2.67,19
resist,3.95,1.43,21,3.6,2.42,25
resistance,3.74,1.48,19,5.23,2.2,22
resistant,3.86,1.21,22,4.0,2.48,26
resolute,5.95,1.5,20,2.86,1.74,21
resolution,6.0,1.8,19,3.7,2.03,20
resolve,5.85,1.95,20,2.65,1.77,17
resonance,5.9,1.45,20,4.45,2.22,22
resort,7.76,1.3,21,4.16,2.29,25
resounding,5.7,1.38,20,4.33,2.5,21
resource,5.63,1.01,19,3.71,1.87,21
resourceful,7.25,1.29,20,4.0,2.47,21
respect,6.79,1.72,19,4.79,2.62,38
respectability,6.26,1.73,19,4.24,2.05,17
respectable,6.55,1.93,20,4.05,2.18,21
respectful,7.45,1.26,40,3.32,2.34,44
respective,5.9,1.79,21,3.76,2.21,21
respiration,6.14,1.81,22,4.29,2.53,21
respirator,3.11,2.13,19,3.73,2.43,22
respiratory,4.45,1.18,22,3.77,2.0,22
respite,5.76,1.18,21,3.68,2.12,22
respond,5.71,1.68,21,3.09,2.07,22
response,5.95,1.5,21,3.56,2.2,25
responsibility,4.68,1.73,22,5.3,2.92,20
responsible,6.28,2.19,18,3.0,2.17,21
responsive,6.1,1.25,20,4.9,2.57,20
rest,7.86,1.25,22,2.29,2.35,21
restart,4.4,1.64,20,4.55,1.87,22
restaurant,6.95,1.08,19,4.19,2.33,43
restful,6.05,2.21,20,2.58,2.19,24
restitution,5.81,1.66,21,4.1,2.25,20
restless,3.63,1.57,19,4.05,2.55,22
restock,4.84,1.98,19,3.27,2.0,22
restoration,5.8,1.67,20,3.76,1.89,21
restore,5.86,2.01,21,4.1,2.07,20
restrain,4.42,1.54,19,4.7,1.95,20
restraining,3.53,1.58,19,4.67,2.2,21
restraint,3.47,1.43,19,4.05,2.31,20
restrict,3.48,2.14,21,4.35,2.31,23
restricted,3.83,1.69,18,4.59,2.54,22
restriction,4.0,2.0,22,4.58,2.69,19
restroom,4.47,1.87,19,4.09,2.49,22
result,6.11,1.08,18,4.14,2.01,21
resume,4.89,0.99,19,3.67,2.08,21
resurrect,6.41,2.09,22,4.76,2.93,21
resuscitate,5.65,2.54,20,4.62,2.45,24
resuscitation,4.89,1.59,19,4.54,2.55,24
retail,5.0,1.08,20,3.62,2.16,21
retain,6.25,2.07,20,2.76,1.84,21
retainer,4.19,1.4,21,3.14,2.03,21
retake,4.05,1.35,19,3.43,1.86,21
retaliate,3.55,1.7,20,5.05,2.44,21
retaliation,3.0,1.37,19,5.17,2.66,23
retard,3.28,1.6,18,3.83,2.07,18
retarded,2.25,1.55,20,5.43,2.98,21
rethink,5.33,1.41,18,3.53,2.48,19
retina,5.86,1.85,21,4.7,2.23,20
retinal,4.32,1.39,22,3.65,2.13,26
retire,6.4,1.88,20,2.91,1.86,23
retirement,6.6,2.26,20,4.09,2.24,22
retrace,4.75,1.41,20,3.75,2.21,24
retract,5.38,1.43,21,3.5,2.02,22
retraction,4.63,1.07,19,4.45,2.09,20
retractor,4.95,1.16,21,2.81,1.83,21
retreat,4.92,2.58,25,4.12,2.49,25
retrial,3.95,1.39,19,5.06,2.29,18
retribution,3.39,1.65,18,4.35,2.35,20
retrieval,5.45,1.39,20,3.24,1.84,21
retrieve,6.16,1.61,19,4.45,2.42,20
retriever,5.26,1.76,23,4.27,2.29,22
retro,5.6,1.31,20,4.0,2.43,21
retroactive,4.77,1.51,22,3.92,2.54,26
retrospect,5.76,1.51,21,3.23,1.54,22
return,5.95,0.95,22,3.29,1.95,21
reunion,6.37,1.76,41,4.61,2.33,23
reunite,6.86,1.53,21,5.05,2.46,20
rev,5.36,1.56,22,4.3,2.79,23
reveal,5.86,1.59,21,4.14,2.46,22
revel,5.4,1.96,20,4.05,2.16,20
revelation,5.94,1.26,18,3.85,2.13,20
revenge,2.75,1.55,20,6.14,2.17,21
revenue,7.0,1.52,20,4.78,2.29,18
reverence,6.11,1.71,18,3.25,2.2,20
reverend,5.42,2.17,19,2.4,1.79,20
reverent,5.44,1.92,39,3.88,2.32,41
reversal,4.86,1.82,21,3.91,2.02,22
reverse,5.2,1.32,20,3.73,2.57,22
revert,4.95,1.54,20,3.55,2.3,22
review,5.09,1.06,22,3.77,2.05,26
reviewer,5.16,1.12,19,2.95,1.85,20
revise,5.26,1.52,19,3.52,2.19,23
revision,4.62,1.32,21,4.19,2.23,21
revisit,5.81,1.5,21,3.9,1.92,21
revival,6.38,1.72,21,4.31,2.26,26
revive,6.53,1.95,19,3.92,2.0,24
revoke,2.95,1.32,21,5.0,2.26,19
revolt,4.0,1.57,18,4.36,2.71,44
revolting,2.47,1.9,19,5.9,2.13,20
revolution,4.81,1.99,21,5.68,2.32,22
revolutionary,6.21,1.87,19,4.86,2.97,21
revolutionize,5.65,2.23,20,5.28,2.63,18
revolve,6.37,1.83,19,4.35,2.4,23
revolver,3.3,1.69,20,6.29,1.83,41
revolving,5.0,1.62,20,4.41,2.7,22
revue,5.32,1.42,19,3.5,2.37,20
reward,7.47,1.35,19,5.58,2.74,43
rewarding,6.75,1.52,20,5.65,2.37,23
rewind,5.58,1.92,19,4.13,2.32,23
rewire,5.67,1.46,21,3.73,2.37,22
rewrite,4.2,1.2,20,3.78,2.8,18
rhapsody,6.63,1.46,19,4.7,2.4,23
rhetoric,4.6,1.27,20,3.9,2.12,21
rhetorical,5.05,1.6,21,3.74,2.05,23
rhinestone,5.42,2.52,19,3.45,2.63,22
rhino,6.25,1.29,20,4.1,2.17,21
rhinoceros,6.0,1.85,22,4.47,2.27,19
rhubarb,6.45,1.64,20,4.3,2.27,20
rhyme,6.58,1.57,19,3.59,2.4,22
rhythm,6.42,1.17,19,5.14,2.54,21
rhythmic,6.3,1.87,20,5.05,2.21,22
rib,6.1,1.83,20,2.29,1.74,21
ribbon,6.7,1.17,20,3.63,2.29,19
rice,5.7,1.56,20,3.0,2.38,18
rich,6.83,2.31,18,6.81,2.04,21
riches,7.1,1.46,40,5.42,2.58,43
rickety,3.52,1.94,21,5.35,2.35,20
rickshaw,5.63,1.3,19,4.3,2.27,20
ricochet,4.75,1.41,20,5.05,2.2,21
rid,3.67,2.03,18,4.38,2.52,21
riddance,4.79,1.69,19,4.5,2.56,22
riddle,6.3,1.66,20,4.48,2.11,23
ride,6.27,1.45,22,5.1,2.57,21
rider,5.36,1.22,22,4.41,2.46,22
ridge,4.62,1.56,21,3.52,2.33,23
ridicule,2.95,1.5,41,5.53,2.05,40
ridiculous,3.67,2.0,18,5.65,2.83,20
rife,3.32,1.7,19,3.4,1.98,20
riff,4.63,1.61,19,4.71,2.31,17
riffraff,4.05,1.47,20,4.57,2.18,21
rifle,4.3,1.66,20,6.14,2.2,21
rifleman,4.25,1.77,20,5.1,2.19,21
rift,3.84,1.12,19,4.57,2.2,21
rig,4.32,1.38,19,4.52,2.11,21
right,7.32,1.49,22,5.0,2.6,20
righteous,6.0,2.79,19,3.32,2.73,22
righteousness,5.18,2.22,22,5.0,2.78,22
rightful,6.0,1.73,19,3.45,1.85,20
righty,5.33,1.75,18,3.62,1.75,21
rigid,3.47,2.09,19,4.81,2.13,37
rigor,4.81,2.14,21,5.05,2.53,19
rigorous,4.81,1.66,21,5.81,2.02,21
rim,4.6,1.57,20,3.72,2.56,18
ring,7.09,1.48,22,4.43,2.66,21
ringer,4.95,0.76,20,4.24,2.19,21
ringleader,4.1,1.8,20,5.2,2.33,20
ringmaster,5.53,1.61,19,4.35,2.16,20
ringside,5.3,0.86,20,4.29,2.31,21
rink,5.67,1.59,21,3.32,2.14,19
rinse,5.47,0.9,19,2.76,1.84,21
riot,3.15,2.01,40,6.19,2.38,21
rioting,3.42,2.27,19,5.32,2.85,22
rip,3.28,1.78,18,5.26,2.33,19
ripe,5.57,2.01,21,4.78,2.32,23
ripper,3.11,1.45,18,5.1,2.55,20
ripple,6.17,1.42,18,3.2,1.96,20
rippling,4.91,1.5,23,4.41,2.44,22
rise,5.73,1.52,22,5.3,2.75,20
risk,5.17,2.23,18,6.43,2.04,21
risky,3.85,1.35,20,5.91,2.35,22
risotto,5.84,1.12,19,3.81,1.83,21
rite,5.58,0.9,19,3.9,1.81,21
ritual,4.52,1.6,21,4.1,2.55,20
ritualistic,4.73,1.72,22,4.58,2.28,26
rival,4.58,1.17,19,4.81,2.44,21
rivalry,4.57,2.16,21,5.05,2.34,22
river,6.72,1.72,40,4.22,2.86,45
riverbank,6.58,1.8,19,3.96,2.5,23
riverbed,5.9,1.37,21,3.64,1.59,22
riverboat,6.09,1.51,22,5.37,2.27,19
riveting,5.95,1.65,19,4.88,2.03,17
roach,2.19,1.17,21,5.26,2.76,43
road,5.59,1.53,22,3.81,2.16,21
roadblock,3.55,1.85,20,3.86,2.26,21
roadhouse,5.62,1.75,21,3.61,2.55,23
roadie,5.37,1.89,19,4.63,2.77,19
roadrunner,5.45,1.3,22,5.16,2.12,19
roadside,4.65,1.9,20,4.05,1.86,22
roam,4.89,1.85,19,4.2,2.76,20
roar,5.37,1.67,19,6.15,2.25,20
roast,5.74,1.37,19,4.05,2.4,21
roasted,5.6,1.7,20,4.0,2.3,24
rob,2.1,1.21,20,5.54,2.86,24
robber,2.9,1.57,40,6.2,2.21,916
robbery,2.76,2.1,21,6.32,2.7,22
robe,5.53,1.22,19,3.1,1.92,21
robin,6.63,2.17,19,2.64,2.24,22
robot,6.18,1.65,22,4.43,2.64,21
robotic,5.05,1.54,19,4.6,2.41,20
robotics,4.95,1.88,21,4.55,2.37,20
robust,6.1,1.33,20,5.24,2.74,21
rock,5.72,1.83,39,3.14,2.29,919
rocker,5.65,1.63,20,5.67,2.74,21
rocket,5.8,1.36,20,5.04,2.69,24
rod,4.95,1.8,21,3.05,2.09,21
rodent,3.56,1.42,18,3.83,2.62,18
rodeo,4.57,2.19,23,5.19,2.27,21
roe,4.18,1.05,22,4.04,2.5,23
rogue,3.89,2.56,18,5.04,2.31,23
role,5.1,0.97,20,4.4,2.54,20
roll,5.72,1.27,18,3.9,2.64,21
roller,5.35,0.88,20,3.15,2.28,20
rollercoaster,6.75,2.01,80,6.64,2.75,83
roman,5.55,1.61,20,4.36,2.65,22
romance,7.28,1.18,18,6.06,2.41,18
romantic,7.61,1.27,36,5.12,2.69,43
romp,6.79,1.18,19,5.8,2.09,20
roof,4.48,1.72,21,3.4,2.33,20
rooftop,5.42,1.3,19,3.44,2.31,18
rook,5.58,1.64,19,3.41,2.77,22
rookie,5.25,1.12,20,3.5,2.26,18
room,5.55,1.53,22,3.1,1.58,21
roomful,5.8,1.32,20,3.68,1.89,22
roommate,5.29,1.45,21,4.13,1.82,23
rooms,5.65,1.42,20,3.48,1.86,23
roomy,6.6,1.47,20,3.4,2.06,20
roost,5.16,1.42,19,3.82,2.22,22
rooster,5.53,1.93,19,4.57,2.13,21
root,5.33,1.88,21,3.62,2.31,21
root beer,6.11,1.79,19,3.81,2.91,21
rope,5.05,1.43,22,4.58,2.14,19
ropes,4.86,1.86,22,3.1,1.81,21
rosary,5.26,2.16,19,3.36,2.17,22
rose,7.11,2.0,18,2.8,1.99,20
rosemary,6.37,2.03,19,3.59,2.2,22
roster,4.71,1.55,21,3.09,1.95,23
rot,2.65,1.79,20,4.72,2.42,18
rotary,4.7,1.69,20,3.5,2.18,18
rotate,5.24,1.26,21,3.35,2.57,23
rotation,5.0,1.1,21,4.1,2.61,20
rotor,3.95,1.4,22,3.25,2.29,20
rotten,2.43,1.5,23,4.9,2.24,40
rotunda,5.74,1.63,19,3.05,2.21,22
rouge,5.55,1.5,20,4.18,2.58,22
rough,3.68,1.69,41,5.43,1.97,23
roughneck,3.74,2.08,19,4.64,2.7,22
roulette,4.37,1.89,19,5.48,2.69,21
round,5.89,1.75,18,2.5,2.24,20
roundabout,5.05,1.27,19,3.19,1.97,21
roundup,4.63,1.8,19,4.0,2.41,20
rouse,5.24,2.07,21,4.79,2.49,19
rousing,5.35,1.73,20,5.83,2.75,18
route,5.86,1.28,21,3.83,2.18,24
routine,4.95,1.61,20,3.15,1.63,20
rove,4.6,1.47,20,3.44,2.01,18
roving,4.89,1.91,19,4.0,2.53,22
row,5.48,1.6,21,3.39,2.29,23
rowboat,5.4,1.7,20,2.56,2.12,18
rowdy,4.16,1.92,19,4.88,2.63,24
rowing,5.42,1.84,19,3.77,2.16,22
royal,5.25,1.59,20,4.23,1.93,22
royalty,5.52,2.54,21,4.32,2.43,25
rub,6.63,1.5,19,4.35,2.37,23
rubber,4.37,1.95,19,4.14,2.4,22
rubbish,3.39,2.03,18,4.1,2.65,20
rubble,3.65,1.84,20,3.86,2.06,21
rubdown,6.52,1.72,21,4.24,2.24,25
ruby,6.79,1.44,19,4.05,2.25,21
ruckus,4.35,1.5,20,6.27,1.7,22
rudder,5.11,1.73,19,3.25,1.94,20
ruddy,4.65,1.31,20,4.33,2.03,21
rude,2.04,0.93,23,4.7,2.3,20
rudeness,2.57,1.83,21,6.2,2.19,20
rudimentary,4.45,1.1,20,3.0,1.84,21
ruff,4.86,1.8,21,5.04,2.23,25
ruffian,4.21,1.36,19,5.38,2.04,21
ruffle,5.19,1.97,21,3.64,2.24,22
rug,5.0,1.45,22,3.24,2.23,21
rugby,5.94,2.07,18,4.1,2.28,21
rugged,5.1,1.86,20,4.1,2.49,21
ruin,2.32,1.36,22,5.4,2.52,20
ruination,3.53,2.12,19,4.27,2.64,22
rule,4.5,2.18,18,3.67,2.24,21
ruler,5.0,1.75,22,4.47,2.14,19
ruling,4.22,1.65,23,4.52,2.2,21
rum,5.57,2.5,21,4.96,2.65,26
rumba,5.95,2.25,19,4.59,2.59,22
rumble,5.0,1.46,18,4.5,2.41,18
rummage,4.95,1.81,19,4.1,2.85,20
rumor,3.14,1.82,21,3.85,2.41,20
rump,5.81,2.14,21,4.79,2.88,19
rumpus,4.96,1.99,23,4.45,2.34,22
run,6.41,1.4,22,5.24,2.68,21
runaround,4.14,1.68,21,5.14,2.08,21
runaway,4.05,1.87,19,3.95,2.24,22
rundown,3.79,1.13,19,3.55,2.52,20
runner,5.68,1.29,19,5.05,1.86,21
running,6.53,2.14,19,5.52,2.19,23
running shoes,5.84,1.5,19,3.78,2.44,18
runny,4.14,1.46,22,3.81,2.11,21
runt,4.77,1.88,22,4.32,1.6,19
runway,4.74,1.63,19,4.33,2.68,18
rupture,3.21,1.75,19,5.26,2.43,23
rural,5.95,1.91,21,3.15,1.98,20
ruse,3.76,1.14,21,3.58,2.39,24
rush,4.05,2.09,21,6.55,2.46,20
rust,4.05,1.47,19,3.42,2.43,24
rusted,3.27,1.64,22,4.09,2.45,22
rustic,6.0,1.73,21,4.45,2.46,20
rustle,4.16,1.54,19,3.88,2.62,17
rustler,4.21,1.55,19,4.5,3.02,22
rusty,3.5,1.65,18,4.24,1.89,21
rut,2.9,1.48,21,3.87,2.18,23
ruthless,3.67,1.49,21,6.0,1.81,23
rye,5.45,1.64,20,3.78,2.1,18
sabbatical,6.0,2.25,18,2.75,1.71,20
saber,4.5,2.01,20,4.48,2.63,23
sabotage,2.0,1.22,21,5.15,2.74,20
saboteur,4.0,1.87,21,3.86,2.1,22
sac,4.35,1.6,20,2.85,1.79,20
sack,5.11,1.41,18,4.24,2.51,21
sacrament,5.61,2.0,18,3.35,2.08,20
sacred,6.95,1.6,21,5.0,2.75,23
sacrifice,4.76,2.1,21,4.95,2.19,22
sacrificial,3.2,1.58,20,5.94,2.6,18
sacrilege,3.64,2.04,22,4.85,2.09,26
sacrilegious,4.09,1.41,22,4.11,2.31,19
sad,2.1,0.91,20,3.49,2.21,919
saddle,4.95,1.75,19,3.1,1.67,21
sadist,2.11,1.37,18,5.0,2.47,20
sadistic,2.62,1.94,21,5.25,2.65,20
sadness,2.4,1.1,20,2.81,2.25,21
safari,6.15,1.53,20,5.67,2.2,21
safe,7.7,1.57,43,3.14,2.6,44
safeguard,5.5,1.69,18,3.17,1.95,18
safekeeping,6.48,1.91,21,2.95,2.06,22
safety,7.14,1.35,21,3.8,2.42,20
saffron,6.17,1.38,18,3.0,2.33,18
sag,3.58,1.98,19,3.0,2.35,22
saga,6.4,1.54,20,5.09,2.39,22
sage,5.79,1.69,19,3.33,2.03,18
saggy,2.62,1.43,21,3.04,2.31,23
sail,6.84,1.5,19,3.74,2.65,23
sailboat,6.81,1.54,21,2.5,1.91,20
sailor,6.1,2.1,21,3.87,1.79,23
saint,6.4,1.82,20,3.48,2.55,44
sainted,5.44,2.48,18,3.45,1.97,22
sake,5.28,1.71,18,3.2,2.12,20
salad,6.35,1.96,40,3.78,2.76,18
salami,4.83,2.55,23,4.8,2.19,20
salary,6.42,2.09,19,4.86,2.4,22
sale,6.23,1.69,22,6.05,2.4,22
salesgirl,6.26,1.57,23,4.45,2.52,22
salesman,4.1,1.65,20,3.0,2.09,18
saline,4.76,1.26,21,3.2,2.38,25
saliva,4.25,1.97,20,4.0,1.87,21
salmon,6.48,1.69,21,3.87,2.32,23
salmonella,2.55,1.47,20,4.33,2.99,21
salon,5.58,1.47,24,3.76,2.49,21
saloon,5.45,2.06,20,3.35,1.87,20
salsa,6.0,1.53,19,5.41,2.43,17
salt,6.05,1.73,20,4.53,2.14,19
salted,5.52,1.33,21,4.04,2.25,23
saltwater,4.71,2.03,21,3.58,2.54,24
salty,5.1,2.13,20,3.94,1.95,18
salute,6.22,1.93,23,4.38,1.88,21
salvage,5.16,1.57,19,4.57,1.99,21
salvation,6.94,1.95,18,3.55,2.33,20
salve,4.62,1.5,21,3.44,1.79,18
samba,5.95,1.68,19,4.5,2.23,18
sample,5.76,1.45,21,2.87,1.94,23
samurai,5.5,1.15,18,5.24,1.61,21
sanatorium,3.33,2.52,21,4.11,2.49,19
sanctimonious,4.37,1.64,19,4.9,2.51,21
sanction,4.43,1.89,21,4.4,2.11,20
sanctity,5.43,1.86,21,3.79,2.59,19
sanctuary,7.05,1.19,20,2.64,2.13,22
sanctum,5.09,0.81,22,3.74,2.32,23
sand,6.16,1.92,19,3.43,2.6,21
sandbox,5.75,2.12,20,3.4,2.6,20
sander,5.4,1.19,20,3.29,2.31,24
sandman,4.9,1.52,20,3.55,2.24,22
sandpaper,4.95,2.06,21,3.13,2.2,23
sandstorm,4.19,1.44,21,4.32,2.48,22
sandwich,7.18,1.33,22,4.94,2.62,18
sane,6.73,1.42,22,3.81,2.44,21
sanitarium,3.36,1.71,22,4.1,2.19,21
sanitary,6.33,1.91,21,3.09,2.11,23
sanitation,4.76,2.51,21,4.3,2.25,20
sanity,5.95,1.51,19,4.05,2.36,21
sap,4.19,1.5,21,3.92,1.82,25
sapiens,5.81,1.99,21,2.95,1.76,22
sapphire,6.92,2.06,40,4.88,2.14,41
sappy,4.43,1.36,21,3.3,2.08,23
sarcasm,4.81,2.25,21,5.29,2.26,21
sarcastic,4.24,2.36,21,5.19,1.94,21
sarcophagus,4.81,1.89,21,3.7,1.92,23
sardine,4.24,2.19,21,3.95,2.48,20
sarsaparilla,5.4,1.82,20,3.08,2.26,24
sash,5.48,1.25,21,4.0,1.86,20
sashimi,4.77,1.9,22,5.11,2.38,19
sassafras,5.48,1.57,21,3.67,2.11,21
sassy,5.19,2.23,21,5.16,2.49,25
satanic,1.94,1.39,18,5.26,2.7,19
satchel,5.21,1.55,19,3.36,2.13,22
satellite,5.56,1.66,25,5.17,2.55,23
satin,6.24,1.81,21,3.7,2.24,23
satire,5.81,2.09,21,3.73,2.37,22
satisfaction,7.18,1.87,22,3.18,2.92,22
satisfactory,6.62,1.6,21,3.14,2.51,22
satisfied,7.16,1.26,19,3.95,2.67,43
satisfy,7.09,1.6,22,5.53,2.67,19
satisfying,7.48,1.78,21,4.83,2.62,24
saturated,4.77,1.34,22,4.95,2.01,19
saturation,4.42,1.61,19,3.86,1.86,22
satyr,4.05,2.01,19,4.14,2.17,22
sauce,6.58,1.87,19,3.95,2.5,20
saucer,5.16,1.07,19,3.7,2.13,20
saucy,6.11,1.59,19,5.62,2.5,24
sauerkraut,5.5,1.79,20,3.9,2.07,21
sauna,5.68,1.89,22,4.95,2.42,21
sausage,6.32,1.67,19,4.8,2.53,20
savage,4.29,2.35,21,4.68,2.63,22
savannah,6.05,1.81,19,3.5,2.11,22
savant,5.11,1.71,18,4.45,2.5,20
save,7.26,1.59,19,4.62,2.46,21
saver,6.44,2.2,18,2.68,1.63,19
savings,7.67,1.53,18,2.86,2.29,22
savior,6.59,2.25,41,4.37,2.59,43
savor,6.7,1.34,20,3.64,2.44,22
savvy,6.4,1.19,20,4.23,2.45,22
saw,4.16,1.95,19,4.18,2.3,22
sawdust,5.32,2.38,19,2.95,2.31,20
sawmill,4.57,1.75,21,4.9,2.43,20
sax,6.16,1.46,19,3.4,2.64,20
saxophone,6.32,1.42,19,4.67,2.44,21
say,5.91,1.66,22,4.43,2.48,21
sayonara,5.22,1.56,18,3.15,2.21,20
scab,3.1,1.45,21,3.15,2.25,20
scaffold,4.78,1.59,18,4.11,2.27,18
scalding,3.02,1.52,41,5.21,2.54,43
scale,5.06,1.51,18,3.8,2.48,20
scalp,3.75,1.55,20,3.82,2.2,22
scalpel,3.95,1.67,20,4.48,2.5,21
scam,2.53,1.87,19,4.64,3.03,22
scamp,5.16,1.83,19,4.14,1.96,21
scampi,5.86,1.74,21,3.58,2.48,24
scan,5.47,1.12,19,4.09,2.52,23
scandal,3.63,2.34,19,5.64,2.39,39
scandalous,3.32,1.84,22,5.85,2.31,26
scanner,5.57,1.78,21,4.0,2.68,20
scapegoat,3.0,2.13,19,4.8,2.54,45
scar,3.71,1.74,38,6.55,2.09,20
scarce,3.37,1.42,19,3.9,2.49,20
scare,3.55,2.11,22,7.1,2.13,20
scarecrow,5.19,2.27,21,3.16,1.97,25
scared,2.8,1.83,41,6.1,2.39,39
scarf,6.0,1.87,21,2.39,1.9,23
scary,3.0,2.0,19,5.35,2.28,20
scat,3.68,1.83,19,5.33,1.59,21
scatter,3.9,1.41,20,4.52,2.25,21
scavenger,3.85,2.03,20,5.14,2.1,21
scenario,5.58,1.5,19,2.91,1.77,22
scene,5.94,1.3,18,1.95,1.5,21
scenery,6.18,1.62,22,4.43,2.94,23
scenic,6.9,1.73,21,3.88,2.54,25
scent,6.5,1.4,20,5.05,2.58,20
scented,6.42,1.74,19,4.19,2.42,21
scepter,5.1,1.45,20,3.6,2.39,20
schedule,4.71,1.82,21,3.35,2.06,20
schematic,4.63,1.12,19,3.6,2.72,20
scheme,3.8,1.54,20,5.57,2.11,21
schilling,5.25,1.07,20,2.8,2.04,20
schizophrenia,3.42,1.87,19,6.76,2.1,21
schizophrenic,2.91,2.11,23,5.41,2.68,22
schlep,4.55,1.57,20,3.59,1.84,22
schmuck,3.95,1.43,20,4.95,2.11,21
schnapps,5.79,2.1,19,4.65,2.39,23
schnitzel,5.55,1.65,22,4.46,2.63,26
scholar,6.33,1.73,45,4.25,2.15,40
scholarly,6.43,1.69,21,5.4,2.72,20
scholarship,6.76,1.87,21,5.8,2.71,20
scholastic,6.63,1.64,19,3.8,2.67,20
school,5.41,2.26,22,4.57,2.36,21
schoolboy,5.53,1.35,19,2.89,1.63,19
schoolgirl,5.91,1.81,23,4.86,2.8,22
schoolhouse,6.0,1.45,19,3.2,2.24,20
schooling,6.2,1.2,20,4.52,2.11,21
schoolmaster,4.95,1.39,20,3.24,1.76,21
schoolteacher,5.14,2.13,21,3.95,2.58,20
schoolwork,4.71,1.79,21,4.09,2.15,23
